MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
CLS,1966,630,953.72,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,2011,630,707.44,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,2006,700,3.57,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Aquifer - Auckland Isthmus Volcanic Aquifer, Place Of Historic Heritage - Mount Roskill/Puketapapa R11_19",1,NA,1.91,0.6,Modelled Flow Data Used,13
PE,2013,365,544.64,2.1,2,1,1,3,4,2,Soil Type Available & Modelled Pressure Available,4.295,4,5,1,5,NZTA,4,NZ River Lines,5,AT Main Roads,3.82,0.2,Modelled Flow Data Used,13
CLS,1964,1070,5.18,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2002,630,364.61,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,"Significant Ecological Area - SEA_T_6205, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1959,1070,21.85,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.01,4,4,4,2.5,Property Parcels,4,NZ River Lines,1,NA,2.41,0.8,Diameter Used for Flow Approximation,13
CLS,1995,550,187.24,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,2005,470,11.3,2.18,2,1,5,3,3,2,Soil Type Available & Modelled Pressure Available,3.8,4,5,5,1,NA,4,NZ River Lines,1,NA,2.33,0.4,Modelled Flow Data Used,13
CLS,1991,810,15.4,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1978,470,1076.53,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,"Schools & Hospitals, Property Parcels",1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1971,810,22.56,2.41,2,2,5,3,3,2,Soil Type Available & Modelled Pressure Not Available,4.0025,4,4,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.33,0.8,Diameter Used for Flow Approximation,13
CLS,1970,910,6.88,2.41,2,2,5,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1977,700,246.73,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1977,470,1.84,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.6125,4,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.4,Modelled Flow Data Used,13
CLS,1971,810,26.41,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9725,4,4,3,3.5,Building Outlines,1,NA,1,NA,2.15,0.8,Diameter Used for Flow Approximation,13
CLS,1958,1070,242.18,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1964,1070,12.01,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
PE,1997,280,239.16,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.6725,4,5,4,5,Schools & Hospitals,1,NA,1,NA,2.79,0.2,Modelled Flow Data Used,13
CLS,1964,1070,3.76,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1977,470,1.84,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.6125,4,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.4,Modelled Flow Data Used,13
CLS,2000,700,217.05,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,4.0325,4,5,3,1,NA,4,NZ River Lines,1,NA,1.77,0.6,Modelled Flow Data Used,13
CLS,1971,810,326.5,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1948,760,962.89,2.43,2,3,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1976,550,2177.32,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,"Schools & Hospitals, Property Parcels",1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
PE,2013,365,188.11,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,4.16,4,5,1,5,NZTA,1,NA,5,AT Main Roads,3.6,0.2,Modelled Flow Data Used,13
CLS,1991,390,705.59,2.35,2,1,1,3,2,3,Soil Type Available & Modelled Pressure Available,3.56,4,1,1,5,"Schools & Hospitals, Property Parcels",1,NA,5,HV Power Lines,3.6,0.2,Modelled Flow Data Used,13
CLS,1958,1070,54.2,2.41,2,2,5,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.965,4,4,5,1,NA,1,NA,1,NA,2.11,0.8,Diameter Used for Flow Approximation,13
CLS,1997,470,343.53,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1960,630,2031.83,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.3175,4,5,3,5,Schools & Hospitals,4,NZ River Lines,1,NA,2.72,0.6,Modelled Flow Data Used,13
CLS,1970,990,59.1,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
AC,1972,375,1307.89,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.935,4,5,1,2.5,Property Parcels,4,NZ River Lines,5,Gas Transmission,3.22,0.2,Modelled Flow Data Used,13
CLS,2008,760,102.51,2.43,2,1,5,3,1,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1964,1070,6.9,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2008,1050,15.74,1.79,2,1,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1948,760,358.86,2.34,2,3,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Aquifer - Western Springs Volcanic Aquifer, Place Of Historic Heritage - Big King/Te Tatua/Te Tatua O Ruikiutu pa R11_18",1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,2009,910,164.7,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1964,1070,12.71,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2006,550,5,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.7025,4,5,5,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,2.11,0.4,Modelled Flow Data Used,13
CLS,1978,700,1006.25,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1970,760,212.41,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,Significant Ecological Area - SEA_T_4814,1,NA,2.51,0.6,Modelled Flow Data Used,13
PE,1997,280,360.44,2,2,1,3,3,2,2,Soil Type Available & Modelled Pressure Available,3.6725,4,5,4,5,Schools & Hospitals,1,NA,1,NA,2.79,0.2,Modelled Flow Data Used,13
CLS,1966,470,4.11,2.38,2,2,1,1,4,3,Soil Type Not Available & Modelled Pressure Available,3.7025,4,5,5,1,NA,1,NA,1,NA,2.11,0.4,Modelled Flow Data Used,13
CLS,1986,760,29.96,1.95,2,1,3,1,1,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,2008,630,467.23,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1970,990,430.42,1.86,2,2,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,"NZ River Lines, Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,1996,470,1204.8,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,"Schools & Hospitals, Property Parcels",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1964,1070,43.64,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,NZ River Lines,1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,1959,1070,5.83,2.33,2,2,3,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Building Outlines,1,Significant Ecological Area - SEA_T_5588,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,2005,700,110.19,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
AC,1971,450,786.16,1.76,2,2,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,"Schools & Hospitals, Property Parcels",1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1957,760,4.26,1.76,2,2,3,1,1,2,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1956,810,137.51,1.59,2,2,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1994,760,1.44,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1964,1070,224.35,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.965,4,4,5,1,NA,1,NA,1,NA,2.11,0.8,Diameter Used for Flow Approximation,13
CLS,1966,470,12.05,2.38,2,2,1,1,4,3,Soil Type Not Available & Modelled Pressure Available,3.8,4,5,5,1,NA,4,NZ River Lines,1,NA,2.33,0.4,Modelled Flow Data Used,13
CLS,1959,1070,20.76,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,4.0175,4,4,5,2.5,Property Parcels,1,NA,1,NA,2.47,0.8,Diameter Used for Flow Approximation,13
CLS,2002,630,966.75,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1966,630,621.45,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1958,1070,692.67,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.01,4,4,4,2.5,Property Parcels,4,NZ River Lines,1,NA,2.41,0.8,Diameter Used for Flow Approximation,13
CLS,2009,630,925.73,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1969,810,15.69,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.965,4,4,5,1,NA,1,NA,1,NA,2.11,0.8,Diameter Used for Flow Approximation,13
CLS,2008,1050,7.76,1.79,2,1,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1998,700,422.06,1.61,2,1,3,1,2,2,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,Significant Ecological Area - SEA_T_8343,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,2013,910,2.28,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1997,470,11.65,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.87,0.4,Modelled Flow Data Used,13
CLS,2000,700,170.2,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,4.46,4,5,3,1,NA,1,NA,5,Gas Transmission,3.2,0.6,Modelled Flow Data Used,13
CLS,2006,550,5,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.7025,4,5,5,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,2.11,0.4,Modelled Flow Data Used,13
PE,1997,280,1445.35,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.6725,4,5,4,5,Schools & Hospitals,1,NA,1,NA,2.79,0.2,Modelled Flow Data Used,13
CLS,2002,470,779.85,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1970,990,71.36,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.0025,4,4,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.33,0.8,Diameter Used for Flow Approximation,13
CLS,1949,630,5.87,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,2009,650,237.89,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1982,630,166.62,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,Significant Ecological Area - SEA_T_8212,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1964,1070,734.11,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,NZ River Lines,1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,2006,470,2.93,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,13
CLS,2006,550,9.36,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.4975,4,5,2,5,NZTA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,5,AT Main Roads,3.88,0.4,Modelled Flow Data Used,13
CLS,1977,630,4.3,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1987,760,26.29,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Aquifer - Western Springs Volcanic Aquifer, Place Of Historic Heritage - Big King/Te Tatua/Te Tatua O Ruikiutu pa R11_18",1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,2000,700,5.13,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1987,760,52.15,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.2425,4,5,5,2.5,Property Parcels,1,"Aquifer - Western Springs Volcanic Aquifer, Place Of Historic Heritage - Big King/Te Tatua/Te Tatua O Ruikiutu pa R11_18",1,NA,2.47,0.6,Modelled Flow Data Used,13
CLS,1985,700,7.1,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1950,760,8.1,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1996,550,75.29,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,2002,630,14.66,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Aquifer - Auckland Isthmus Volcanic Aquifer, Place Of Historic Heritage - Mount Eden/Maungawhau R11_17",1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,2009,700,1.55,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1964,1070,38.99,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2006,550,8.5,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.4975,4,5,2,5,NZTA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,5,AT Main Roads,3.88,0.4,Modelled Flow Data Used,13
CLS,1958,1070,14.06,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.055,4,4,5,2.5,Property Parcels,4,NZ River Lines,1,NA,2.69,0.8,Diameter Used for Flow Approximation,13
CLS,2015,700,470.29,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Not Available,3.56,4,3,3,1,NA,1,NA,5,HV Power Lines,3.2,0.6,Diameter Used for Flow Approximation,13
CLS,2000,700,20.83,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,4.1975,4,5,5,1,NA,4,NZ River Lines,1,NA,2.33,0.6,Modelled Flow Data Used,13
CLS,2011,1060,17.28,2.09,2,1,3,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1964,1070,17.73,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.965,4,4,5,1,NA,1,NA,1,NA,2.11,0.8,Diameter Used for Flow Approximation,13
CLS,1970,990,56.41,1.86,2,2,1,1,3,2,Soil Type Not Available & Modelled Pressure Not Available,4.0025,4,4,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.33,0.8,Diameter Used for Flow Approximation,13
CLS,1950,760,247.68,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,"Building Outlines, Schools & Hospitals",1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,2008,1050,22.86,1.79,2,1,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,2014,840,123.81,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CONC,1956,1070,22.61,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1976,700,6.64,1.61,2,1,3,1,2,2,Soil Type Available & Modelled Pressure Available,4.145,4,5,3,3.5,"Public Park & Sports Area, Building Outlines",1,NA,1,NA,2.15,0.6,Modelled Flow Data Used,13
CONC,1950,810,1028.88,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5588",1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
PE,2013,365,997.59,1.71,2,1,1,1,4,2,Soil Type Available & Modelled Pressure Available,4.16,4,5,1,5,NZTA,1,NA,5,AT Main Roads,3.6,0.2,Modelled Flow Data Used,13
CLS,1959,1070,272.29,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,2012,470,21.37,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,2011,550,2.1,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.4975,4,5,2,5,NZTA,1,Place Of Historic Heritage - Te Onewa/Stokes Point Pa R11_54,5,AT Main Roads,3.88,0.4,Modelled Flow Data Used,13
CLS,1982,630,40.56,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.3175,4,5,3,5,Schools & Hospitals,4,"NZ River Lines, Significant Ecological Area - SEA_T_8212",1,NA,2.72,0.6,Modelled Flow Data Used,13
CLS,1970,990,1272.13,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,"NZ River Lines, Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,1970,910,726.52,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,1959,1070,17.41,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Building Outlines,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1971,810,1157.93,2.41,2,2,5,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1970,990,291.44,2.41,2,2,5,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.05,0.8,Diameter Used for Flow Approximation,13
CLS,1964,810,3.1,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.965,4,4,5,1,NA,1,NA,1,NA,2.11,0.8,Diameter Used for Flow Approximation,13
CLS,2002,630,17.51,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1950,760,716.15,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1948,760,1671.88,2.43,2,3,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.3175,4,5,3,5,Schools & Hospitals,4,NZ River Lines,1,NA,2.72,0.6,Modelled Flow Data Used,13
CLS,1971,810,93.5,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.0175,4,4,4,3.5,Building Outlines,1,NA,1,NA,2.43,0.8,Diameter Used for Flow Approximation,13
CLS,2000,700,13.2,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,4.13,4,5,5,1,NA,1,NA,1,NA,2.11,0.6,Modelled Flow Data Used,13
CLS,1975,630,482.31,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,2000,700,81.64,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1998,700,969.04,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1970,760,31.2,2.28,2,2,3,1,2,3,Soil Type Available & Modelled Pressure Available,4.4825,4,5,5,5,Schools & Hospitals,4,"NZ River Lines, Significant Ecological Area - SEA_T_4814",1,NA,3.28,0.6,Modelled Flow Data Used,13
CLS,1971,910,193.76,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.055,4,4,5,3.5,Building Outlines,1,NA,1,NA,2.71,0.8,Diameter Used for Flow Approximation,13
CLS,2005,700,51.35,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
